What Country or Region do you live in?,How old are you?,Unnamed: 2,Which of the following languages or technologies have you used significantly in the past year?,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Which technologies are you excited about?,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Which desktop operating system do you use the most?
United States of America,40-50,N/A,N/A,N/A,N/A,Java,JavaScript,jQuery,N/A,Node.js,N/A,N/A,N/A,N/A,SQL,N/A,Node.js,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Linux
South America,35-39,N/A,N/A,N/A,N/A,N/A,JavaScript,jQuery,N/A,N/A,N/A,PHP,N/A,N/A,SQL,"CSS, XSL, XML Schema, Bash",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Linux
United States of America,35-39,N/A,C,C++,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,C++11,N/A,N/A,N/A,N/A,N/A,Windows 7
Other Europe,20-24,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
United States of America,< 20,Other,C,C++,N/A,N/A,N/A,N/A,N/A,N/A,N/A,PHP,Python,N/A,SQL,[ba]sh,N/A,Haskell,N/A,N/A,N/A,C++11,N/A,N/A,N/A,N/A,N/A,Linux
Other Europe,< 20,Other,C,C++,N/A,N/A,JavaScript,jQuery,N/A,N/A,N/A,PHP,Python,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Windows 7
United Kingdom,51-60,N/A,N/A,N/A,C#,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SQL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Windows 7
United States of America,40-50,N/A,N/A,N/A,C#,N/A,JavaScript,jQuery,N/A,N/A,N/A,N/A,N/A,N/A,SQL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,PhoneGap,Windows 7
United States of America,40-50,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
United States of America,35-39,N/A,N/A,C++,C#,Java,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SQL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Mac OS X
South America,25-29,Other,N/A,N/A,N/A,Java,JavaScript,jQuery,N/A,Node.js,N/A,N/A,N/A,Ruby,SQL,N/A,Node.js,N/A,CoffeeScript,N/A,TypeScript,N/A,N/A,Redis,MongoDB,N/A,N/A,Mac OS X
United States of America,35-39,N/A,N/A,N/A,N/A,Java,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SQL,Scala,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Mac OS X
United States of America,51-60,N/A,N/A,N/A,N/A,Java,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Flex,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Mac OS X
United States of America,20-24,N/A,C,N/A,N/A,Java,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Mac OS X
Australia,30-34,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Australasia,< 20,N/A,N/A,C++,N/A,N/A,JavaScript,jQuery,N/A,N/A,N/A,PHP,N/A,N/A,SQL,N/A,N/A,N/A,N/A,N/A,N/A,C++11,N/A,N/A,N/A,N/A,N/A,Linux
United States of America,25-29,N/A,N/A,N/A,N/A,Java,JavaScript,jQuery,N/A,Node.js,N/A,PHP,Python,N/A,SQL,"CSS, PhoneGap",Node.js,Haskell,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,PhoneGap,Mac OS X
Canada,40-50,N/A,N/A,N/A,C#,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SQL,N/A,N/A,N/A,N/A,N/A,TypeScript,N/A,N/A,N/A,MongoDB,N/A,N/A,Windows 7
Other Europe,35-39,N/A,N/A,N/A,N/A,N/A,JavaScript,jQuery,N/A,Node.js,N/A,N/A,N/A,Ruby,N/A,N/A,Node.js,N/A,N/A,N/A,N/A,N/A,N/A,N/A,MongoDB,N/A,N/A,Windows 7
Australasia,25-29,N/A,N/A,N/A,N/A,N/A,JavaScript,jQuery,N/A,N/A,N/A,N/A,N/A,Ruby,SQL,N/A,N/A,N/A,CoffeeScript,N/A,N/A,N/A,N/A,Redis,MongoDB,N/A,N/A,Mac OS X
Middle East,30-34,N/A,N/A,C++,N/A,Java,JavaScript,jQuery,N/A,N/A,N/A,PHP,N/A,N/A,SQL,"MATLAB, Mathematica",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Linux
Other Europe,25-29,N/A,N/A,N/A,N/A,N/A,JavaScript,jQuery,N/A,N/A,N/A,PHP,Python,N/A,SQL,N/A,N/A,N/A,CoffeeScript,N/A,N/A,N/A,N/A,N/A,MongoDB,N/A,PhoneGap,Mac OS X
Other Europe,30-34,N/A,N/A,N/A,N/A,Java,JavaScript,jQuery,N/A,N/A,N/A,PHP,N/A,N/A,SQL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Windows 7
United States of America,20-24,N/A,N/A,C++,N/A,N/A,JavaScript,jQuery,N/A,Node.js,N/A,PHP,N/A,N/A,N/A,"coffescript, backbone.js",Node.js,N/A,CoffeeScript,N/A,N/A,N/A,WinRT,N/A,N/A,N/A,PhoneGap,Linux
United States of America,25-29,Other,N/A,N/A,N/A,N/A,JavaScript,jQuery,N/A,N/A,N/A,PHP,N/A,N/A,SQL,N/A,Node.js,N/A,N/A,Dart,N/A,N/A,N/A,N/A,N/A,N/A,PhoneGap,Windows 7
Australia,25-29,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Germany,40-50,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SQL,PL/SQL,Node.js,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
United States of America,25-29,Other,N/A,N/A,C#,N/A,JavaScript,jQuery,N/A,N/A,N/A,N/A,Python,N/A,N/A,Visual Basic,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Redis,MongoDB,N/A,N/A,Linux
Other Asia,20-24,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Python,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Windows 7
India,20-24,N/A,N/A,N/A,N/A,Java,JavaScript,jQuery,N/A,N/A,N/A,PHP,N/A,N/A,SQL,N/A,Node.js,Haskell,CoffeeScript,Dart,TypeScript,C++11,WinRT,Redis,MongoDB,F#,PhoneGap,Windows 7
United States of America,20-24,N/A,N/A,N/A,C#,N/A,JavaScript,jQuery,N/A,N/A,N/A,N/A,N/A,N/A,SQL,Dojo,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Windows 7
United States of America,40-50,N/A,N/A,N/A,N/A,Java,JavaScript,N/A,N/A,N/A,N/A,N/A,Python,N/A,SQL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Windows 7
United States of America,25-29,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
United States of America,35-39,N/A,N/A,N/A,C#,N/A,JavaScript,jQuery,N/A,N/A,Objective-C,N/A,N/A,N/A,SQL,N/A,Node.js,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Windows 7
United States of America,30-34,N/A,N/A,N/A,N/A,Java,JavaScript,jQuery,N/A,Node.js,N/A,PHP,Python,N/A,SQL,Haskell,N/A,Haskell,N/A,N/A,TypeScript,N/A,N/A,N/A,N/A,N/A,N/A,Linux
United States of America,20-24,N/A,N/A,N/A,N/A,Java,JavaScript,jQuery,N/A,N/A,N/A,N/A,N/A,N/A,SQL,vb.net,N/A,N/A,N/A,N/A,TypeScript,N/A,N/A,N/A,N/A,N/A,N/A,Windows 7
Other Europe,30-34,N/A,N/A,N/A,N/A,N/A,JavaScript,jQuery,N/A,N/A,N/A,N/A,Python,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Mac OS X
United States of America,20-24,Other,N/A,N/A,N/A,N/A,JavaScript,jQuery,N/A,N/A,N/A,N/A,Python,N/A,SQL,N/A,N/A,N/A,CoffeeScript,N/A,N/A,N/A,N/A,N/A,MongoDB,N/A,N/A,Mac OS X
Netherlands,35-39,N/A,N/A,N/A,N/A,Java,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Windows 7
United States of America,35-39,N/A,N/A,N/A,N/A,N/A,JavaScript,jQuery,N/A,N/A,N/A,PHP,N/A,Ruby,SQL,N/A,Node.js,N/A,CoffeeScript,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Mac OS X
United States of America,40-50,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Python,N/A,SQL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Windows 7
United States of America,25-29,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Canada,25-29,N/A,N/A,N/A,N/A,Java,JavaScript,jQuery,N/A,N/A,N/A,N/A,N/A,N/A,SQL,N/A,N/A,Haskell,N/A,Dart,N/A,C++11,N/A,N/A,N/A,N/A,N/A,Windows 7
United States of America,25-29,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Other Europe,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Netherlands,40-50,Other,N/A,N/A,C#,N/A,JavaScript,jQuery,N/A,N/A,N/A,N/A,N/A,N/A,N/A,VBA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,PhoneGap,Windows 7
Canada,30-34,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
United States of America,20-24,N/A,N/A,C++,N/A,Java,N/A,N/A,N/A,N/A,N/A,N/A,Python,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Windows 7
United States of America,35-39,N/A,N/A,N/A,N/A,N/A,JavaScript,jQuery,N/A,N/A,N/A,N/A,N/A,Ruby,N/A,PID controller,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Linux
United States of America,25-29,N/A,N/A,N/A,C#,Java,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SQL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Windows 7
Germany,30-34,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,VBA,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Windows 7
United Kingdom,30-34,N/A,N/A,N/A,C#,N/A,JavaScript,jQuery,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Node.js,N/A,CoffeeScript,N/A,TypeScript,N/A,WinRT,N/A,N/A,N/A,N/A,Windows 7
India,25-29,N/A,N/A,N/A,N/A,N/A,JavaScript,jQuery,N/A,N/A,N/A,N/A,N/A,Ruby,N/A,N/A,Node.js,N/A,N/A,N/A,N/A,N/A,N/A,Redis,MongoDB,N/A,N/A,Linux
Other Europe,20-24,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
United States of America,40-50,N/A,N/A,C++,C#,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,C++11,WinRT,N/A,N/A,F#,N/A,Windows 7
Netherlands,20-24,N/A,N/A,N/A,C#,Java,N/A,N/A,N/A,N/A,N/A,PHP,N/A,N/A,SQL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,WinRT,N/A,N/A,N/A,N/A,Windows 8
United States of America,40-50,N/A,N/A,N/A,N/A,Java,JavaScript,jQuery,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Node.js,N/A,N/A,N/A,N/A,N/A,N/A,Redis,MongoDB,N/A,PhoneGap,Mac OS X
Other Europe,25-29,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Other Europe,25-29,N/A,N/A,N/A,N/A,N/A,JavaScript,jQuery,N/A,N/A,N/A,PHP,Python,N/A,SQL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Linux
United States of America,25-29,N/A,N/A,N/A,N/A,N/A,JavaScript,jQuery,N/A,N/A,N/A,PHP,N/A,N/A,SQL,N/A,Node.js,N/A,N/A,N/A,N/A,N/A,N/A,N/A,MongoDB,N/A,PhoneGap,Other
Canada,35-39,N/A,N/A,N/A,N/A,N/A,N/A,jQuery,N/A,N/A,N/A,PHP,N/A,N/A,SQL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Windows 7
Mexico,20-24,N/A,N/A,C++,N/A,Java,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,C++11,N/A,N/A,N/A,F#,N/A,Windows 7
Germany,25-29,N/A,N/A,N/A,N/A,N/A,N/A,jQuery,N/A,N/A,N/A,PHP,N/A,N/A,N/A,Perl,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Windows 7
Other Europe,30-34,N/A,N/A,N/A,N/A,Java,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Scala,N/A,N/A,N/A,Dart,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Linux
Canada,25-29,N/A,N/A,N/A,C#,Java,JavaScript,jQuery,N/A,N/A,N/A,PHP,N/A,N/A,SQL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Windows 7
United States of America,20-24,N/A,N/A,N/A,C#,N/A,JavaScript,N/A,N/A,N/A,N/A,N/A,Python,N/A,N/A,AutoLisp,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Windows 7
United States of America,20-24,N/A,N/A,N/A,C#,N/A,JavaScript,jQuery,N/A,N/A,N/A,N/A,N/A,N/A,SQL,N/A,Node.js,N/A,N/A,Dart,TypeScript,C++11,N/A,N/A,N/A,N/A,N/A,Linux
United Kingdom,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Canada,20-24,N/A,C,N/A,N/A,N/A,JavaScript,jQuery,N/A,N/A,N/A,N/A,Python,N/A,N/A,N/A,Node.js,N/A,CoffeeScript,N/A,TypeScript,C++11,N/A,N/A,N/A,N/A,N/A,Linux
United States of America,25-29,N/A,N/A,N/A,C#,N/A,N/A,jQuery,N/A,N/A,N/A,PHP,N/A,N/A,N/A,N/A,N/A,Haskell,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Windows 7
United States of America,30-34,N/A,N/A,N/A,N/A,N/A,JavaScript,jQuery,N/A,N/A,N/A,PHP,N/A,Ruby,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,PhoneGap,Mac OS X
United States of America,40-50,N/A,N/A,N/A,C#,N/A,JavaScript,jQuery,N/A,N/A,N/A,N/A,N/A,N/A,SQL,N/A,N/A,N/A,N/A,N/A,TypeScript,N/A,WinRT,N/A,N/A,N/A,N/A,Windows 7
South America,30-34,N/A,N/A,N/A,N/A,Java,N/A,N/A,N/A,N/A,Objective-C,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Mac OS X
United States of America,40-50,N/A,N/A,N/A,N/A,N/A,JavaScript,jQuery,N/A,N/A,N/A,N/A,N/A,N/A,SQL,"VB6, VBA, VBScript",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Windows XP
Canada,40-50,N/A,N/A,N/A,N/A,Java,JavaScript,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Windows 7
United States of America,30-34,N/A,N/A,N/A,C#,N/A,JavaScript,jQuery,N/A,N/A,N/A,N/A,N/A,N/A,SQL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,WinRT,N/A,N/A,N/A,N/A,Mac OS X
Other Europe,40-50,N/A,N/A,N/A,C#,N/A,JavaScript,jQuery,N/A,Node.js,N/A,PHP,Python,N/A,SQL,N/A,N/A,N/A,N/A,N/A,TypeScript,N/A,N/A,N/A,N/A,N/A,N/A,Windows 7
Germany,25-29,N/A,N/A,N/A,N/A,Java,JavaScript,jQuery,N/A,N/A,N/A,PHP,N/A,N/A,SQL,unify-4gl,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,MongoDB,N/A,N/A,Windows 7
United States of America,30-34,Other,N/A,N/A,N/A,Java,N/A,jQuery,N/A,N/A,N/A,N/A,N/A,N/A,SQL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Windows 7
Germany,25-29,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Objective-C,N/A,N/A,N/A,N/A,N/A,N/A,Haskell,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Mac OS X
Canada,25-29,N/A,N/A,N/A,N/A,Java,JavaScript,jQuery,N/A,N/A,N/A,PHP,N/A,N/A,SQL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Linux
United States of America,25-29,N/A,N/A,N/A,N/A,N/A,JavaScript,jQuery,N/A,N/A,N/A,PHP,Python,N/A,N/A,N/A,Node.js,N/A,N/A,N/A,N/A,N/A,N/A,N/A,MongoDB,N/A,PhoneGap,Mac OS X
United States of America,25-29,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Python,N/A,N/A,N/A,N/A,Haskell,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Linux
Canada,25-29,N/A,N/A,N/A,C#,N/A,JavaScript,jQuery,N/A,N/A,N/A,PHP,N/A,N/A,SQL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,WinRT,N/A,N/A,N/A,N/A,Windows 7
Middle East,35-39,N/A,C,C++,C#,Java,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SQL,N/A,N/A,N/A,N/A,N/A,N/A,C++11,N/A,N/A,N/A,N/A,N/A,Windows 7
Other Europe,25-29,N/A,N/A,N/A,C#,Java,JavaScript,jQuery,N/A,N/A,N/A,PHP,N/A,N/A,SQL,N/A,Node.js,N/A,N/A,N/A,N/A,C++11,N/A,N/A,N/A,N/A,N/A,Windows 8
United States of America,20-24,N/A,N/A,N/A,C#,N/A,JavaScript,jQuery,N/A,N/A,N/A,N/A,N/A,N/A,SQL,F#,N/A,Haskell,CoffeeScript,N/A,N/A,N/A,N/A,N/A,N/A,F#,N/A,Windows 7
United States of America,20-24,N/A,N/A,N/A,N/A,N/A,JavaScript,jQuery,N/A,Node.js,N/A,N/A,Python,Ruby,SQL,N/A,Node.js,N/A,CoffeeScript,N/A,N/A,N/A,N/A,N/A,MongoDB,N/A,PhoneGap,Linux
United States of America,30-34,N/A,N/A,N/A,N/A,Java,JavaScript,jQuery,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Scala,Node.js,N/A,CoffeeScript,N/A,N/A,N/A,N/A,N/A,N/A,F#,N/A,Linux
United States of America,20-24,N/A,C,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Python,N/A,SQL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,MongoDB,N/A,N/A,Windows 7
Germany,20-24,N/A,N/A,N/A,N/A,Java,N/A,jQuery,N/A,N/A,N/A,N/A,Python,N/A,SQL,N/A,Node.js,Haskell,N/A,Dart,N/A,N/A,N/A,N/A,MongoDB,N/A,N/A,Windows 7
United States of America,35-39,Other,N/A,N/A,C#,N/A,JavaScript,jQuery,N/A,N/A,N/A,N/A,N/A,N/A,SQL,PowerShell,Node.js,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Windows 7
United States of America,40-50,N/A,C,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Objective-C,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Mac OS X
United States of America,30-34,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Python,N/A,N/A,VB,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Windows 7
United States of America,51-60,Other,N/A,N/A,N/A,Java,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Cobol,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Windows XP
United States of America,20-24,N/A,N/A,N/A,N/A,Java,JavaScript,jQuery,N/A,N/A,N/A,N/A,N/A,N/A,SQL,"Scala, Mongo",N/A,N/A,CoffeeScript,Dart,N/A,N/A,N/A,N/A,MongoDB,N/A,N/A,Mac OS X
United Kingdom,30-34,N/A,N/A,N/A,C#,Java,JavaScript,jQuery,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Node.js,N/A,N/A,N/A,N/A,N/A,N/A,Redis,N/A,N/A,N/A,Windows 7
United States of America,40-50,N/A,N/A,N/A,C#,N/A,JavaScript,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SQL,N/A,N/A,N/A,N/A,N/A,TypeScript,N/A,N/A,N/A,N/A,N/A,N/A,Windows 7
United States of America,20-24,N/A,N/A,N/A,C#,Java,JavaScript,jQuery,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SAP ABAP,N/A,N/A,N/A,N/A,N/A,N/A,WinRT,N/A,N/A,N/A,N/A,Windows 7
United States of America,35-39,N/A,N/A,N/A,C#,N/A,JavaScript,jQuery,N/A,N/A,N/A,N/A,N/A,N/A,SQL,N/A,N/A,N/A,CoffeeScript,N/A,N/A,N/A,N/A,N/A,N/A,F#,N/A,Windows 8
United States of America,25-29,N/A,C,C++,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,C++11,N/A,N/A,N/A,N/A,PhoneGap,Windows XP
Other Europe,35-39,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
United States of America,25-29,Other,C,N/A,C#,N/A,N/A,N/A,N/A,N/A,Objective-C,N/A,N/A,N/A,N/A,N/A,Node.js,N/A,N/A,N/A,N/A,N/A,WinRT,N/A,MongoDB,N/A,N/A,Mac OS X
Canada,25-29,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Russia,20-24,N/A,N/A,C++,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,perl,N/A,N/A,N/A,N/A,N/A,C++11,N/A,N/A,N/A,N/A,N/A,Windows 7
United States of America,40-50,N/A,N/A,N/A,C#,N/A,JavaScript,jQuery,N/A,N/A,N/A,N/A,N/A,N/A,SQL,N/A,Node.js,N/A,N/A,N/A,TypeScript,N/A,N/A,Redis,N/A,N/A,N/A,Windows 7
United States of America,25-29,N/A,N/A,N/A,N/A,Java,JavaScript,jQuery,N/A,N/A,N/A,PHP,N/A,N/A,N/A,MySQL,N/A,Haskell,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Windows 7
United States of America,20-24,N/A,N/A,N/A,N/A,Java,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,MongoDB,N/A,N/A,Windows 7
South America,35-39,N/A,N/A,N/A,N/A,Java,JavaScript,jQuery,N/A,Node.js,N/A,PHP,N/A,N/A,SQL,N/A,Node.js,N/A,N/A,N/A,N/A,N/A,N/A,N/A,MongoDB,N/A,N/A,Linux
United States of America,40-50,N/A,N/A,N/A,N/A,Java,JavaScript,jQuery,N/A,N/A,N/A,N/A,N/A,N/A,SQL,"Perl (and lame leaving it off the default list, it's much more widely used than Python or Ruby or Node.js and even PHP if you count sysadmin/automation)",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Linux
Canada,25-29,Other,N/A,N/A,C#,N/A,JavaScript,jQuery,N/A,N/A,N/A,PHP,N/A,N/A,SQL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Windows 7
United Kingdom,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
