What Country or Region do you live in?,How old are you?,Which of the following best describes your occupation?,What type of project are you developing?,Which languages are you proficient in?,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Which desktop operating system do you use the most?,Which of our sites do you frequent most?
United States of America,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Germany,35-39,"Executive (VP of Eng, CTO, CIO, etc.)",Web Platform,N/A,JavaScript,CSS,PHP,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Lua,Mac OS X,Stack Overflow
Australia,25-29,Web Application Developer,Enterprise,Java,JavaScript,CSS,N/A,N/A,N/A,Ruby,SQL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Mac OS X,Stack Overflow
United States of America,25-29,Desktop Application Developer,Enterprise,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Linux,Stack Overflow
United States of America,40-50,Manager of Developers or Team Leader,Other,N/A,N/A,N/A,N/A,Python,N/A,N/A,N/A,N/A,C++,N/A,N/A,N/A,N/A,N/A,Windows 7,Stack Overflow
United States of America,20-24,Web Application Developer,SaaS,N/A,JavaScript,CSS,PHP,Python,N/A,N/A,SQL,C#,N/A,N/A,Perl,HTML5,N/A,N/A,Windows 7,Stack Overflow
United States of America,35-39,Systems Analyst,Web Platform,N/A,JavaScript,CSS,PHP,N/A,N/A,N/A,SQL,C#,C++,C,Perl,HTML5,N/A,N/A,Windows 7,Stack Overflow
Australia,25-29,Desktop Application Developer,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
United States of America,35-39,Web Application Developer,Web Platform,N/A,JavaScript,N/A,PHP,N/A,Objective-C,N/A,SQL,N/A,N/A,C,Perl,HTML5,N/A,N/A,Linux,Stack Overflow
United States of America,35-39,Manager of Developers or Team Leader,Other,N/A,N/A,N/A,N/A,Python,N/A,N/A,N/A,N/A,N/A,C,Perl,HTML5,N/A,N/A,Linux,Other Stack Exchange (please specify)
United Kingdom,40-50,Server Programmer,Enterprise,Java,JavaScript,N/A,N/A,N/A,N/A,N/A,N/A,N/A,C++,C,Perl,N/A,N/A,N/A,Other,Other Stack Exchange (please specify)
Canada,30-34,Desktop Application Developer,SaaS,N/A,JavaScript,N/A,N/A,N/A,N/A,N/A,SQL,C#,N/A,N/A,N/A,N/A,N/A,N/A,Windows 7,Stack Overflow
South America,30-34,Web Application Developer,Web Platform,N/A,JavaScript,N/A,N/A,N/A,N/A,N/A,SQL,C#,N/A,N/A,N/A,N/A,N/A,vb.net,Windows 7,Stack Overflow
Other Europe,40-50,I don't work in tech,Web Platform,Java,N/A,N/A,N/A,Python,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Linux,Other Stack Exchange (please specify)
Australia,30-34,Web Application Developer,Web Platform,N/A,JavaScript,CSS,N/A,N/A,N/A,Ruby,SQL,C#,N/A,N/A,N/A,HTML5,N/A,N/A,Windows 7,Stack Overflow
South America,20-24,Web Application Developer,Web Platform,Java,JavaScript,CSS,PHP,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,HTML5,N/A,N/A,Linux,Stack Overflow
United States of America,30-34,Manager of Developers or Team Leader,Other,Java,JavaScript,CSS,N/A,N/A,N/A,N/A,N/A,C#,N/A,C,N/A,N/A,N/A,ColdFusion,Windows 7,Stack Overflow
North America (Other),30-34,Server Programmer,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Other Europe,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Other Asia,30-34,Web Application Developer,Web Platform,N/A,JavaScript,CSS,PHP,N/A,N/A,N/A,SQL,C#,N/A,N/A,N/A,N/A,N/A,N/A,Windows 7,Stack Overflow
United States of America,25-29,Web Application Developer,Web Platform,Java,JavaScript,CSS,PHP,Python,N/A,N/A,SQL,N/A,C++,C,N/A,N/A,N/A,N/A,Windows 7,Stack Overflow
United States of America,30-34,Desktop Application Developer,Web Platform,Java,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,C++,C,N/A,N/A,N/A,N/A,Mac OS X,Stack Overflow
United Kingdom,25-29,Web Application Developer,Enterprise,Java,JavaScript,CSS,N/A,N/A,N/A,N/A,SQL,N/A,N/A,N/A,N/A,HTML5,N/A,N/A,Windows 7,Stack Overflow
United States of America,40-50,Manager of Developers or Team Leader,Web Platform,Java,JavaScript,CSS,N/A,N/A,N/A,N/A,SQL,C#,N/A,N/A,N/A,HTML5,N/A,N/A,Windows 7,Stack Overflow
Netherlands,30-34,"Executive (VP of Eng, CTO, CIO, etc.)",Web Platform,Java,JavaScript,CSS,N/A,N/A,N/A,N/A,SQL,C#,N/A,N/A,N/A,HTML5,N/A,N/A,Windows XP,Stack Overflow
United States of America,51-60,Web Application Developer,Web Platform,Java,N/A,N/A,N/A,N/A,Objective-C,Ruby,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Rexx,Mac OS X,Stack Overflow
United States of America,35-39,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
United Kingdom,30-34,Web Application Developer,Web Platform,N/A,JavaScript,CSS,PHP,Python,Objective-C,N/A,SQL,N/A,N/A,C,N/A,HTML5,N/A,N/A,Mac OS X,Stack Overflow
United States of America,< 20,Student,Web Platform,Java,JavaScript,CSS,N/A,N/A,N/A,N/A,N/A,N/A,C++,C,Perl,HTML5,N/A,Haskell,Linux,Stack Overflow
Russia,25-29,Manager of Developers or Team Leader,Enterprise,N/A,JavaScript,CSS,N/A,Python,N/A,Ruby,SQL,C#,N/A,N/A,N/A,HTML5,N/A,N/A,Windows 7,Stack Overflow
Canada,< 20,Student,None / Unemployed,N/A,N/A,N/A,N/A,Python,N/A,N/A,N/A,N/A,C++,C,N/A,HTML5,N/A,N/A,Windows Vista,Stack Overflow
United States of America,25-29,Web Application Developer,Web Platform,N/A,JavaScript,CSS,PHP,N/A,N/A,Ruby,SQL,N/A,C++,N/A,N/A,HTML5,N/A,N/A,Linux,Stack Overflow
Other Europe,20-24,Web Application Developer,Web Platform,N/A,JavaScript,N/A,N/A,N/A,N/A,N/A,N/A,C#,N/A,N/A,N/A,N/A,N/A,N/A,Windows 7,Stack Overflow
United States of America,25-29,Web Application Developer,Other,Java,JavaScript,CSS,N/A,Python,N/A,N/A,SQL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Linux,Stack Overflow
United States of America,20-24,Server Programmer,Enterprise,Java,N/A,N/A,PHP,Python,N/A,N/A,SQL,C#,N/A,C,N/A,N/A,N/A,N/A,Linux,Stack Overflow
United Kingdom,20-24,Web Application Developer,SaaS,Java,JavaScript,CSS,PHP,Python,N/A,N/A,SQL,N/A,N/A,N/A,N/A,HTML5,N/A,Nodejs,Linux,Stack Overflow
Other Europe,25-29,Embedded Application Developer,Mobile,Java,N/A,CSS,N/A,Python,N/A,N/A,SQL,C#,N/A,C,N/A,HTML5,N/A,N/A,Windows 7,Stack Overflow
United States of America,25-29,Desktop Application Developer,Enterprise,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SQL,C#,N/A,N/A,N/A,N/A,N/A,VB .NET,Windows 7,Other Stack Exchange (please specify)
Other Asia,25-29,Desktop Application Developer,Mobile,N/A,N/A,N/A,N/A,Python,Objective-C,N/A,N/A,C#,C++,C,N/A,N/A,N/A,N/A,Linux,Stack Overflow
United States of America,30-34,Manager of Developers or Team Leader,Enterprise,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SQL,C#,N/A,N/A,N/A,N/A,N/A,"VB6, VB.NET, VBA",Windows 7,Stack Overflow
United States of America,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Australasia,>60,Server Programmer,SaaS,Java,JavaScript,CSS,PHP,Python,Objective-C,Ruby,SQL,C#,C++,C,Perl,HTML5,N/A,N/A,Mac OS X,None
United States of America,25-29,Web Application Developer,Web Platform,Java,JavaScript,CSS,PHP,N/A,N/A,N/A,SQL,C#,C++,N/A,N/A,HTML5,N/A,N/A,Windows 7,N/A
United States of America,20-24,Web Application Developer,Enterprise,N/A,JavaScript,CSS,N/A,N/A,N/A,N/A,SQL,C#,N/A,N/A,N/A,HTML5,N/A,N/A,Windows 7,Stack Overflow
Canada,20-24,Web Application Developer,Web Platform,N/A,JavaScript,CSS,PHP,N/A,N/A,N/A,SQL,N/A,N/A,N/A,N/A,HTML5,N/A,N/A,Windows 7,Stack Overflow
United States of America,25-29,Other,Enterprise,Java,JavaScript,N/A,PHP,N/A,N/A,N/A,N/A,N/A,C++,C,N/A,HTML5,N/A,"UniBasic, UniQuery",Windows 7,Programmers Stack Exchange
United States of America,30-34,Web Application Developer,Web Platform,Java,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Linux,Stack Overflow
Canada,20-24,Other,Mobile,N/A,JavaScript,CSS,N/A,Python,N/A,N/A,N/A,N/A,N/A,N/A,N/A,HTML5,N/A,N/A,Linux,Stack Overflow
Canada,30-34,Web Application Developer,Web Platform,Java,JavaScript,CSS,N/A,N/A,N/A,N/A,SQL,C#,C++,N/A,N/A,HTML5,N/A,N/A,Windows XP,Stack Overflow
Other Europe,25-29,Web Application Developer,Web Platform,N/A,JavaScript,CSS,N/A,N/A,N/A,N/A,SQL,C#,N/A,N/A,N/A,N/A,N/A,N/A,Windows 7,Stack Overflow
United States of America,40-50,Manager of Developers or Team Leader,Web Platform,Java,JavaScript,CSS,N/A,Python,N/A,N/A,N/A,N/A,C++,C,N/A,HTML5,N/A,N/A,Linux,Stack Overflow
United States of America,25-29,Web Application Developer,Mobile,Java,JavaScript,CSS,PHP,N/A,N/A,N/A,SQL,C#,N/A,N/A,N/A,N/A,N/A,N/A,Linux,Stack Overflow
Other Europe,40-50,Kernel / Driver Developer,Other,Java,JavaScript,N/A,PHP,N/A,N/A,N/A,SQL,N/A,C++,C,N/A,HTML5,N/A,LISP,Windows 7,Stack Overflow
United States of America,30-34,Desktop Application Developer,Enterprise,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SQL,C#,N/A,N/A,N/A,N/A,N/A,N/A,Windows 7,Stack Overflow
United Kingdom,35-39,Server Programmer,Mobile,Java,JavaScript,N/A,N/A,N/A,N/A,N/A,SQL,N/A,C++,N/A,N/A,HTML5,N/A,N/A,Mac OS X,Stack Overflow
United States of America,35-39,Web Application Developer,Other,Java,JavaScript,N/A,PHP,Python,N/A,N/A,SQL,N/A,C++,C,Perl,N/A,N/A,"Assembly, Scheme",Linux,Stack Overflow
United States of America,30-34,Web Application Developer,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
United States of America,25-29,Web Application Developer,Web Platform,N/A,JavaScript,N/A,N/A,N/A,N/A,Ruby,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Mac OS X,Stack Overflow
Canada,20-24,Student,Web Platform,Java,JavaScript,CSS,PHP,N/A,Objective-C,N/A,SQL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Windows 7,Stack Overflow
Africa,< 20,Server Programmer,Mobile,Java,JavaScript,CSS,N/A,Python,Objective-C,Ruby,N/A,N/A,C++,N/A,N/A,HTML5,N/A,N/A,Linux,Meta Stack Overflow
United States of America,25-29,Web Application Developer,Web Platform,Java,JavaScript,CSS,N/A,N/A,N/A,N/A,SQL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Windows 7,Stack Overflow
United States of America,25-29,Student,Other,N/A,N/A,N/A,N/A,Python,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Linux,Stack Overflow
Mexico,25-29,Desktop Application Developer,Enterprise,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SQL,C#,N/A,N/A,N/A,N/A,N/A,N/A,Windows 7,Stack Overflow
United States of America,25-29,Desktop Application Developer,Other,N/A,JavaScript,CSS,N/A,N/A,N/A,N/A,SQL,C#,N/A,N/A,N/A,N/A,N/A,N/A,Windows 7,Stack Overflow
United States of America,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
United States of America,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
United States of America,25-29,IT Staff / System Administrator,Other,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SQL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Windows 7,Server Fault
Canada,30-34,Web Application Developer,Web Platform,Java,JavaScript,CSS,N/A,N/A,N/A,N/A,N/A,C#,N/A,N/A,N/A,N/A,N/A,N/A,Windows 7,N/A
United Kingdom,30-34,Embedded Application Developer,Enterprise,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,C++,C,N/A,N/A,N/A,N/A,Linux,Stack Overflow
United States of America,< 20,Student,None / Unemployed,N/A,N/A,N/A,N/A,Python,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Windows 7,N/A
United States of America,20-24,Web Application Developer,Web Platform,N/A,JavaScript,CSS,PHP,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,HTML5,N/A,N/A,Windows 7,Stack Overflow
United States of America,20-24,Other,Other,Java,JavaScript,CSS,PHP,N/A,N/A,N/A,SQL,C#,N/A,N/A,N/A,HTML5,N/A,VHDL,Windows 7,Stack Overflow
Canada,25-29,Web Application Developer,Web Platform,N/A,JavaScript,CSS,N/A,N/A,N/A,N/A,SQL,C#,C++,N/A,N/A,HTML5,N/A,N/A,Windows 7,Stack Overflow
Netherlands,30-34,Server Programmer,Web Platform,Java,N/A,N/A,N/A,N/A,N/A,N/A,SQL,N/A,N/A,N/A,Perl,N/A,N/A,"Scala, Smalltalk, PL/SQL",Mac OS X,Stack Overflow
South America,30-34,IT Manager,SaaS,Java,JavaScript,N/A,N/A,N/A,N/A,N/A,N/A,N/A,C++,N/A,Perl,N/A,N/A,N/A,Linux,Stack Overflow
United States of America,20-24,Web Application Developer,Web Platform,N/A,JavaScript,CSS,N/A,N/A,Objective-C,N/A,N/A,N/A,N/A,C,N/A,HTML5,N/A,N/A,Mac OS X,Stack Overflow
United States of America,30-34,Web Application Developer,Web Platform,N/A,JavaScript,CSS,N/A,N/A,N/A,N/A,SQL,C#,N/A,N/A,N/A,N/A,N/A,N/A,Mac OS X,Stack Overflow
United Kingdom,35-39,I don't work in tech,Web Platform,N/A,JavaScript,CSS,N/A,N/A,N/A,N/A,SQL,C#,N/A,N/A,N/A,HTML5,N/A,N/A,Windows XP,Stack Overflow
Other Europe,25-29,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Canada,20-24,Web Application Developer,Mobile,Java,JavaScript,CSS,N/A,N/A,Objective-C,Ruby,SQL,N/A,N/A,N/A,N/A,HTML5,N/A,N/A,Mac OS X,Stack Overflow
Other Europe,30-34,Desktop Application Developer,Web Platform,N/A,JavaScript,N/A,N/A,N/A,N/A,N/A,N/A,C#,N/A,C,N/A,N/A,N/A,N/A,Windows 7,Stack Overflow
Canada,25-29,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
United States of America,25-29,Desktop Application Developer,Other,N/A,N/A,N/A,PHP,Python,N/A,N/A,SQL,C#,C++,C,N/A,N/A,N/A,Scheme,Other,Stack Overflow
United States of America,25-29,Database Administrator,SaaS,N/A,JavaScript,CSS,PHP,N/A,N/A,N/A,SQL,N/A,N/A,N/A,N/A,HTML5,N/A,N/A,Windows 7,Stack Overflow
Other Europe,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
United Kingdom,40-50,Server Programmer,Mobile,N/A,JavaScript,CSS,N/A,N/A,Objective-C,Ruby,N/A,C#,N/A,N/A,N/A,HTML5,N/A,N/A,Mac OS X,Stack Overflow
United States of America,30-34,Manager of Developers or Team Leader,Web Platform,N/A,JavaScript,N/A,PHP,N/A,N/A,Ruby,SQL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Mac OS X,Stack Overflow
Canada,40-50,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
United States of America,30-34,Web Application Developer,Web Platform,Java,N/A,N/A,N/A,N/A,N/A,N/A,SQL,C#,N/A,N/A,N/A,N/A,N/A,N/A,Windows 7,Stack Overflow
South America,25-29,Desktop Application Developer,Enterprise,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SQL,C#,N/A,N/A,N/A,N/A,N/A,N/A,Windows 7,Stack Overflow
United Kingdom,25-29,Web Application Developer,Enterprise,N/A,JavaScript,CSS,N/A,N/A,N/A,N/A,SQL,N/A,N/A,C,N/A,N/A,N/A,N/A,Windows 7,N/A
South America,25-29,Manager of Developers or Team Leader,SaaS,Java,N/A,N/A,PHP,N/A,N/A,N/A,SQL,C#,C++,C,N/A,HTML5,N/A,N/A,Windows 7,N/A
United Kingdom,25-29,Desktop Application Developer,Enterprise,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SQL,C#,N/A,N/A,N/A,N/A,N/A,N/A,Windows XP,N/A
United States of America,25-29,Web Application Developer,Web Platform,Java,JavaScript,CSS,PHP,Python,N/A,N/A,SQL,N/A,C++,N/A,N/A,HTML5,N/A,N/A,Windows XP,Stack Overflow
Italy,30-34,Web Application Developer,Enterprise,N/A,JavaScript,N/A,N/A,N/A,N/A,N/A,SQL,C#,C++,N/A,N/A,N/A,N/A,N/A,Windows 7,Stack Overflow
United States of America,30-34,IT Staff / System Administrator,Other,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Haskell,Windows 7,Stack Overflow
Africa,20-24,Web Application Developer,Mobile,N/A,N/A,N/A,PHP,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
United States of America,25-29,Database Administrator,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
United States of America,35-39,Web Application Developer,Web Platform,Java,JavaScript,CSS,N/A,N/A,N/A,Ruby,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Mac OS X,Stack Overflow
Other Europe,30-34,Server Programmer,Enterprise,Java,N/A,N/A,N/A,N/A,N/A,N/A,SQL,N/A,N/A,N/A,N/A,HTML5,N/A,N/A,Linux,N/A
Other Europe,25-29,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
India,25-29,Web Application Developer,Web Platform,Java,JavaScript,CSS,N/A,N/A,N/A,N/A,SQL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Windows XP,Stack Overflow
United States of America,20-24,Web Application Developer,Mobile,Java,JavaScript,CSS,N/A,Python,N/A,N/A,SQL,N/A,N/A,C,N/A,HTML5,N/A,N/A,Windows XP,Stack Overflow
United States of America,25-29,Web Application Developer,Web Platform,N/A,JavaScript,CSS,N/A,N/A,N/A,N/A,SQL,C#,N/A,N/A,N/A,HTML5,N/A,N/A,Windows XP,Stack Overflow
Netherlands,< 20,Student,Mobile,Java,JavaScript,CSS,N/A,N/A,N/A,N/A,SQL,C#,N/A,N/A,N/A,N/A,N/A,N/A,Linux,Stack Overflow
United States of America,25-29,IT Staff / System Administrator,Web Platform,N/A,JavaScript,CSS,PHP,Python,N/A,N/A,N/A,N/A,N/A,C,N/A,HTML5,N/A,N/A,Linux,Stack Overflow
South America,20-24,Web Application Developer,SaaS,Java,JavaScript,CSS,PHP,N/A,N/A,N/A,SQL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Windows 7,Stack Overflow
Russia,30-34,IT Staff / System Administrator,Web Platform,N/A,JavaScript,CSS,PHP,Python,N/A,N/A,SQL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Linux,Stack Overflow
United Kingdom,20-24,Web Application Developer,Web Platform,N/A,JavaScript,CSS,PHP,N/A,N/A,N/A,SQL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Linux,Stack Overflow
United States of America,25-29,Web Application Developer,Web Platform,N/A,JavaScript,CSS,PHP,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,HTML5,N/A,N/A,Mac OS X,N/A
United Kingdom,25-29,Embedded Application Developer,Mobile,Java,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Windows 7,N/A
United Kingdom,35-39,Embedded Application Developer,Mobile,N/A,JavaScript,N/A,PHP,N/A,Objective-C,Ruby,SQL,C#,N/A,N/A,N/A,HTML5,N/A,N/A,Mac OS X,Stack Overflow
India,40-50,Web Application Developer,Web Platform,N/A,N/A,N/A,N/A,Python,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Windows 7,Server Fault
United States of America,25-29,Student,Other,N/A,N/A,CSS,PHP,Python,N/A,N/A,N/A,N/A,C++,N/A,N/A,N/A,N/A,R,Linux,Stack Overflow
Other Asia,20-24,Embedded Application Developer,Mobile,N/A,N/A,N/A,N/A,N/A,Objective-C,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Mac OS X,N/A
Central America,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
India,20-24,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
United Kingdom,20-24,Desktop Application Developer,Enterprise,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,C#,N/A,N/A,N/A,N/A,N/A,N/A,Windows 7,Stack Overflow
Germany,35-39,Embedded Application Developer,Other,N/A,N/A,N/A,N/A,N/A,N/A,Ruby,N/A,N/A,N/A,C,N/A,N/A,N/A,N/A,Other,Stack Overflow
United States of America,30-34,Web Application Developer,Web Platform,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,ColdFusion,Windows 7,Stack Overflow
France,20-24,Embedded Application Developer,Mobile,Java,JavaScript,CSS,PHP,N/A,Objective-C,N/A,SQL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Mac OS X,Stack Overflow
United Kingdom,25-29,Embedded Application Developer,Mobile,N/A,N/A,N/A,N/A,N/A,N/A,Ruby,N/A,C#,N/A,C,N/A,HTML5,N/A,N/A,Windows 7,Stack Overflow
United States of America,20-24,Web Application Developer,Web Platform,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,C#,N/A,N/A,N/A,N/A,N/A,N/A,Windows 7,Stack Overflow
South America,< 20,Desktop Application Developer,Enterprise,Java,N/A,N/A,PHP,N/A,N/A,N/A,SQL,N/A,C++,C,N/A,N/A,N/A,N/A,Linux,Stack Overflow
United States of America,30-34,Server Programmer,SaaS,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SQL,C#,C++,N/A,N/A,N/A,N/A,N/A,Windows 7,Stack Overflow
United States of America,< 20,Web Application Developer,SaaS,Java,JavaScript,CSS,PHP,N/A,N/A,Ruby,SQL,N/A,N/A,N/A,N/A,HTML5,N/A,N/A,Mac OS X,Stack Overflow
Middle East,< 20,Web Application Developer,Web Platform,Java,JavaScript,CSS,PHP,N/A,N/A,N/A,SQL,N/A,N/A,N/A,N/A,HTML5,N/A,N/A,Linux,Stack Overflow
Canada,25-29,Web Application Developer,Web Platform,N/A,JavaScript,CSS,PHP,Python,N/A,Ruby,SQL,N/A,N/A,N/A,N/A,HTML5,N/A,N/A,Mac OS X,Stack Overflow
Other Europe,30-34,"Executive (VP of Eng, CTO, CIO, etc.)",Other,N/A,N/A,N/A,N/A,Python,N/A,N/A,N/A,N/A,N/A,N/A,N/A,HTML5,N/A,N/A,Mac OS X,Stack Overflow
United States of America,25-29,Desktop Application Developer,Enterprise,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SQL,C#,C++,N/A,N/A,N/A,N/A,N/A,Windows 7,Stack Overflow
India,25-29,Web Application Developer,Web Platform,N/A,JavaScript,CSS,PHP,N/A,N/A,N/A,SQL,N/A,N/A,N/A,N/A,HTML5,N/A,N/A,Linux,Stack Overflow
Italy,25-29,Web Application Developer,Web Platform,N/A,JavaScript,CSS,PHP,N/A,N/A,Ruby,SQL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Mac OS X,Stack Overflow
Other Europe,25-29,Web Application Developer,Web Platform,Java,JavaScript,CSS,PHP,N/A,N/A,N/A,SQL,N/A,N/A,N/A,N/A,HTML5,N/A,N/A,Windows 7,Stack Overflow
South America,35-39,Systems Analyst,Enterprise,Java,N/A,N/A,N/A,N/A,N/A,N/A,SQL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Linux,Stack Overflow
France,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Canada,20-24,Web Application Developer,Enterprise,Java,JavaScript,CSS,PHP,N/A,N/A,N/A,SQL,C#,N/A,N/A,N/A,HTML5,N/A,N/A,Windows 7,Stack Overflow
United Kingdom,25-29,Web Application Developer,Web Platform,N/A,JavaScript,N/A,N/A,Python,N/A,N/A,SQL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Linux,Stack Overflow
Other Europe,30-34,Manager of Developers or Team Leader,Enterprise,N/A,N/A,N/A,N/A,N/A,N/A,N/A,SQL,C#,N/A,C,N/A,N/A,N/A,N/A,Windows XP,Stack Overflow
Other Europe,20-24,Embedded Application Developer,Other,N/A,N/A,N/A,N/A,Python,N/A,N/A,N/A,N/A,N/A,C,N/A,HTML5,N/A,N/A,Mac OS X,Stack Overflow
Other Europe,25-29,Web Application Developer,Web Platform,N/A,JavaScript,N/A,PHP,N/A,N/A,N/A,SQL,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Windows XP,Stack Overflow
United Kingdom,25-29,Web Application Developer,Web Platform,N/A,JavaScript,CSS,PHP,N/A,N/A,N/A,SQL,N/A,N/A,N/A,N/A,HTML5,N/A,N/A,Windows XP,Stack Overflow
Other Europe,20-24,Web Application Developer,Mobile,Java,JavaScript,CSS,N/A,N/A,N/A,N/A,SQL,C#,C++,C,N/A,HTML5,N/A,N/A,Mac OS X,Stack Overflow
Other Europe,25-29,Web Application Developer,SaaS,N/A,JavaScript,CSS,PHP,Python,N/A,N/A,N/A,N/A,N/A,N/A,N/A,HTML5,N/A,N/A,Mac OS X,Stack Overflow
